contribution_id,user_id,type,category,description,location,status
762,204,SERVICE,Education,I want to offer support related to education for people in need,Trichy,CLOSED
763,111,SERVICE,Food,I want to offer support related to food for people in need,Coimbatore,CLOSED
764,205,SERVICE,Education,I want to offer support related to education for people in need,Coimbatore,OPEN
765,176,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,CLOSED
766,283,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,OPEN
767,48,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,CLOSED
768,199,SERVICE,Food,I want to offer support related to food for people in need,Madurai,OPEN
769,39,SERVICE,Education,I want to offer support related to education for people in need,Bangalore,OPEN
770,32,SERVICE,Clothing,I want to offer support related to clothing for people in need,Chennai,OPEN
771,5,SERVICE,Education,I want to offer support related to education for people in need,Trichy,CLOSED
772,292,SERVICE,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
773,29,SERVICE,Food,I want to offer support related to food for people in need,Madurai,CLOSED
774,250,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,CLOSED
775,188,DONATION,Education,I want to offer support related to education for people in need,Madurai,CLOSED
776,287,DONATION,Community Development,I want to offer support related to community development for people in need,Trichy,OPEN
777,300,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
778,14,SERVICE,Education,I want to offer support related to education for people in need,Coimbatore,CLOSED
779,285,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,CLOSED
780,114,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,CLOSED
781,204,SERVICE,Education,I want to offer support related to education for people in need,Bangalore,OPEN
782,271,DONATION,Food,I want to offer support related to food for people in need,Trichy,OPEN
783,118,DONATION,Food,I want to offer support related to food for people in need,Madurai,CLOSED
784,259,SERVICE,Food,I want to offer support related to food for people in need,Coimbatore,OPEN
785,38,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,CLOSED
786,299,SERVICE,Food,I want to offer support related to food for people in need,Trichy,CLOSED
787,134,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,OPEN
788,57,DONATION,Education,I want to offer support related to education for people in need,Bangalore,CLOSED
789,300,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,OPEN
790,67,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
791,49,DONATION,Food,I want to offer support related to food for people in need,Trichy,CLOSED
792,85,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
793,40,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Trichy,OPEN
794,279,DONATION,Food,I want to offer support related to food for people in need,Madurai,CLOSED
795,167,SERVICE,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
796,52,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,OPEN
797,9,DONATION,Food,I want to offer support related to food for people in need,Madurai,OPEN
798,137,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
799,285,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
800,89,DONATION,Community Development,I want to offer support related to community development for people in need,Bangalore,OPEN
801,239,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Trichy,CLOSED
802,21,SERVICE,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
803,110,DONATION,Clothing,I want to offer support related to clothing for people in need,Madurai,OPEN
804,123,SERVICE,Food,I want to offer support related to food for people in need,Bangalore,OPEN
805,88,DONATION,Education,I want to offer support related to education for people in need,Coimbatore,CLOSED
806,19,DONATION,Community Development,I want to offer support related to community development for people in need,Bangalore,CLOSED
807,240,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,OPEN
808,279,SERVICE,Food,I want to offer support related to food for people in need,Trichy,OPEN
809,212,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Chennai,CLOSED
810,81,DONATION,Clothing,I want to offer support related to clothing for people in need,Chennai,OPEN
811,20,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Trichy,CLOSED
812,2,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
813,4,DONATION,Education,I want to offer support related to education for people in need,Trichy,OPEN
814,279,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
815,255,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,CLOSED
816,198,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,OPEN
817,86,SERVICE,Education,I want to offer support related to education for people in need,Chennai,OPEN
818,246,DONATION,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
819,122,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
820,247,SERVICE,Community Development,I want to offer support related to community development for people in need,Madurai,CLOSED
821,102,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
822,48,SERVICE,Food,I want to offer support related to food for people in need,Trichy,OPEN
823,163,DONATION,Food,I want to offer support related to food for people in need,Bangalore,CLOSED
824,120,SERVICE,Community Development,I want to offer support related to community development for people in need,Chennai,CLOSED
825,226,DONATION,Clothing,I want to offer support related to clothing for people in need,Chennai,CLOSED
826,200,DONATION,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
827,41,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
828,55,DONATION,Food,I want to offer support related to food for people in need,Trichy,CLOSED
829,256,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
830,163,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,CLOSED
831,21,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,OPEN
832,281,DONATION,Food,I want to offer support related to food for people in need,Trichy,CLOSED
833,217,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,CLOSED
834,135,DONATION,Food,I want to offer support related to food for people in need,Coimbatore,CLOSED
